split,class,filename,path,size_kb,source
train,D,1762212433027.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/D/1762212433027.jpg,3948.33,original
train,D,1762212433050.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/D/1762212433050.jpg,3913.44,original
train,D,1762212433074.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/D/1762212433074.jpg,3995.68,original
train,D,1762212433109.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/D/1762212433109.jpg,3942.98,original
train,D,1762212433134.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/D/1762212433134.jpg,3771.17,original
train,D,1762212433193.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/D/1762212433193.jpg,3991.98,original
train,D,1762212433219.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/D/1762212433219.jpg,3937.23,original
train,D,IMG_20251102_023946.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/D/IMG_20251102_023946.jpg,3699.23,original
train,D,IMG_20251102_023947_1.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/D/IMG_20251102_023947_1.jpg,3820.35,original
train,D,IMG_20251102_023949.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/D/IMG_20251102_023949.jpg,3728.92,original
train,D,IMG_20251102_023949_1.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/D/IMG_20251102_023949_1.jpg,3633.25,original
train,D,IMG_20251102_023950.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/D/IMG_20251102_023950.jpg,3619.83,original
train,D,IMG_20251102_023951.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/D/IMG_20251102_023951.jpg,3637.05,original
train,D,IMG_20251102_023952.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/D/IMG_20251102_023952.jpg,3729.57,original
train,D,IMG_20251102_023953.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/D/IMG_20251102_023953.jpg,3659.22,original
train,D,IMG_20251102_023953_1.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/D/IMG_20251102_023953_1.jpg,3672.17,original
train,D,IMG_20251102_023955.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/D/IMG_20251102_023955.jpg,3596.0,original
train,E,1762212477632.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/E/1762212477632.jpg,3762.79,original
train,E,1762212477661.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/E/1762212477661.jpg,3759.29,original
train,E,1762212477674.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/E/1762212477674.jpg,3830.26,original
train,E,1762212477691.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/E/1762212477691.jpg,3771.42,original
train,E,1762212477745.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/E/1762212477745.jpg,3791.55,original
train,E,1762212477764.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/E/1762212477764.jpg,3737.89,original
train,E,1762212477782.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/E/1762212477782.jpg,3816.93,original
train,E,1762212477827.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/E/1762212477827.jpg,3785.62,original
train,E,1762212477844.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/E/1762212477844.jpg,3864.77,original
train,E,1762212477871.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/E/1762212477871.jpg,3780.36,original
train,E,1762212477909.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/E/1762212477909.jpg,4049.91,original
train,E,1762212477928.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/E/1762212477928.jpg,3848.99,original
train,E,1762212477948.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/E/1762212477948.jpg,4057.33,original
train,E,1762212477965.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/E/1762212477965.jpg,3648.0,original
train,E,1762212477984.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/E/1762212477984.jpg,3857.93,original
train,E,1762212478017.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/E/1762212478017.jpg,3944.29,original
train,E,1762212478036.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/E/1762212478036.jpg,4024.25,original
train,E,IMG_20251102_023651.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/E/IMG_20251102_023651.jpg,3731.33,original
train,E,IMG_20251102_023654.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/E/IMG_20251102_023654.jpg,3767.13,original
train,E,IMG_20251102_023702.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/E/IMG_20251102_023702.jpg,3775.36,original
train,E,IMG_20251102_023707.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/E/IMG_20251102_023707.jpg,4494.24,original
train,E,IMG_20251102_023756.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/E/IMG_20251102_023756.jpg,3824.64,original
train,F,1762212513468.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/F/1762212513468.jpg,3715.6,original
train,F,1762212513510.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/F/1762212513510.jpg,3781.41,original
train,F,1762212513604.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/F/1762212513604.jpg,3730.18,original
train,F,1762212513639.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/F/1762212513639.jpg,3759.54,original
train,F,1762212513684.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/F/1762212513684.jpg,3710.72,original
train,F,1762212513733.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/F/1762212513733.jpg,3939.89,original
train,F,1762212513789.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/F/1762212513789.jpg,3813.0,original
train,F,1762212513833.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/F/1762212513833.jpg,3784.24,original
train,F,1762212513882.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/F/1762212513882.jpg,3883.7,original
train,F,1762212513914.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/F/1762212513914.jpg,3746.06,original
train,F,1762212513965.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/F/1762212513965.jpg,3687.21,original
train,F,1762212513983.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/F/1762212513983.jpg,3782.98,original
train,F,1762212514005.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/F/1762212514005.jpg,3832.82,original
train,F,1762212514026.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/F/1762212514026.jpg,3796.71,original
train,F,1762212514043.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/F/1762212514043.jpg,3799.99,original
train,F,IMG_20251102_023909.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/F/IMG_20251102_023909.jpg,3579.65,original
train,F,IMG_20251102_023911.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/F/IMG_20251102_023911.jpg,3575.63,original
train,F,IMG_20251102_023912.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/F/IMG_20251102_023912.jpg,3619.04,original
train,F,IMG_20251102_023913.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/F/IMG_20251102_023913.jpg,3652.52,original
train,F,IMG_20251102_023915.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/F/IMG_20251102_023915.jpg,3586.26,original
train,F,IMG_20251102_023917.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/F/IMG_20251102_023917.jpg,3680.79,original
train,F,IMG_20251102_023918.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/F/IMG_20251102_023918.jpg,3597.17,original
train,F,IMG_20251102_023918_1.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/F/IMG_20251102_023918_1.jpg,3679.07,original
train,F,IMG_20251102_023920.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/F/IMG_20251102_023920.jpg,3768.67,original
train,F,IMG_20251102_023921.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/F/IMG_20251102_023921.jpg,3672.97,original
train,F,IMG_20251102_023927_1.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/F/IMG_20251102_023927_1.jpg,3600.18,original
train,F,IMG_20251102_023928.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/F/IMG_20251102_023928.jpg,3521.91,original
train,F,IMG_20251102_023929.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/F/IMG_20251102_023929.jpg,3647.57,original
train,F,IMG_20251102_023931.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/F/IMG_20251102_023931.jpg,3672.04,original
train,F,IMG_20251102_023931_1.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/F/IMG_20251102_023931_1.jpg,3638.24,original
train,F,IMG_20251102_023932.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/F/IMG_20251102_023932.jpg,3662.41,original
train,F,IMG_20251102_023932_1.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/F/IMG_20251102_023932_1.jpg,3723.89,original
train,F,IMG_20251102_023933.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/F/IMG_20251102_023933.jpg,3636.2,original
train,F,IMG_20251102_023934.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/F/IMG_20251102_023934.jpg,3611.11,original
train,G,1762212557635.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/G/1762212557635.jpg,3831.36,original
train,G,1762212557881.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/G/1762212557881.jpg,3847.0,original
train,G,1762212557906.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/G/1762212557906.jpg,3833.86,original
train,G,1762212557924.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/G/1762212557924.jpg,3787.63,original
train,G,1762212557942.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/G/1762212557942.jpg,3740.92,original
train,G,1762212557956.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/G/1762212557956.jpg,3793.37,original
train,G,1762212557984.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/G/1762212557984.jpg,3948.74,original
train,G,1762212558011.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/G/1762212558011.jpg,4482.44,original
train,G,1762212558090.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/G/1762212558090.jpg,3831.79,original
train,G,1762212558114.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/G/1762212558114.jpg,3769.99,original
train,G,1762212558132.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/G/1762212558132.jpg,3902.99,original
train,G,1762212558149.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/G/1762212558149.jpg,3898.68,original
train,G,1762212558165.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/G/1762212558165.jpg,3890.27,original
train,G,1762212558182.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/G/1762212558182.jpg,3784.95,original
train,G,_storage_emulated_0_Android_data_com.miui.gallery_cache_SecurityShare_1762212557598.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/G/_storage_emulated_0_Android_data_com.miui.gallery_cache_SecurityShare_1762212557598.jpg,3977.01,original
train,No hand,IMG_20251102_023812.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/No hand/IMG_20251102_023812.jpg,3945.34,original
train,No hand,IMG_20251102_023813.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/No hand/IMG_20251102_023813.jpg,3878.28,original
train,No hand,IMG_20251102_023815.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/No hand/IMG_20251102_023815.jpg,3676.27,original
train,No hand,IMG_20251102_023816.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/No hand/IMG_20251102_023816.jpg,3922.16,original
train,No hand,IMG_20251102_023828.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/No hand/IMG_20251102_023828.jpg,3884.92,original
train,No hand,IMG_20251102_023828_1.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/No hand/IMG_20251102_023828_1.jpg,4037.47,original
train,No hand,IMG_20251102_023829.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/No hand/IMG_20251102_023829.jpg,3972.61,original
train,No hand,IMG_20251102_023830.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/No hand/IMG_20251102_023830.jpg,4435.14,original
train,No hand,IMG_20251102_023834_1.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/No hand/IMG_20251102_023834_1.jpg,4611.77,original
train,No hand,IMG_20251102_023835.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/No hand/IMG_20251102_023835.jpg,4622.28,original
val,A,1762212326216.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/A/1762212326216.jpg,4043.33,original
val,A,IMG_20251102_023844.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/A/IMG_20251102_023844.jpg,3701.66,original
val,A,IMG_20251102_023845.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/A/IMG_20251102_023845.jpg,3752.56,original
val,A,IMG_20251102_023847.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/A/IMG_20251102_023847.jpg,3649.88,original
val,A,IMG_20251102_023850_1.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/A/IMG_20251102_023850_1.jpg,3601.24,original
val,B,1762212364264.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/B/1762212364264.jpg,3754.68,original
val,B,1762212364323.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/B/1762212364323.jpg,4007.68,original
val,B,1762212364429.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/B/1762212364429.jpg,3902.72,original
val,B,1762212364468.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/B/1762212364468.jpg,3927.52,original
val,B,IMG_20251102_024128.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/B/IMG_20251102_024128.jpg,4108.45,original
val,B,IMG_20251102_024135.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/B/IMG_20251102_024135.jpg,3716.34,original
val,B,IMG_20251102_024323.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/B/IMG_20251102_024323.jpg,4017.17,original
val,B,IMG_20251102_024328.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/B/IMG_20251102_024328.jpg,3705.18,original
val,C,1762212394985.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/C/1762212394985.jpg,3880.48,original
val,C,1762212395179.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/C/1762212395179.jpg,3792.57,original
val,C,IMG_20251102_024026_1.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/C/IMG_20251102_024026_1.jpg,3726.8,original
val,C,IMG_20251102_024027.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/C/IMG_20251102_024027.jpg,3809.72,original
val,C,IMG_20251102_024028.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/C/IMG_20251102_024028.jpg,3658.45,original
val,C,IMG_20251102_024038_1.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/C/IMG_20251102_024038_1.jpg,3702.14,original
val,C,IMG_20251102_024043.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/C/IMG_20251102_024043.jpg,3846.26,original
val,D,1762212433158.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/D/1762212433158.jpg,3892.09,original
val,D,1762212433239.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/D/1762212433239.jpg,3826.84,original
val,D,IMG_20251102_023951_1.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/D/IMG_20251102_023951_1.jpg,3698.28,original
val,D,IMG_20251102_023954.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/D/IMG_20251102_023954.jpg,3589.82,original
val,D,IMG_20251102_023954_1.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/D/IMG_20251102_023954_1.jpg,3740.28,original
val,D,IMG_20251102_023955_1.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/D/IMG_20251102_023955_1.jpg,3723.88,original
val,E,1762212477705.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/E/1762212477705.jpg,3740.48,original
val,E,1762212477794.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/E/1762212477794.jpg,3836.89,original
val,E,1762212477808.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/E/1762212477808.jpg,3766.52,original
val,E,1762212478001.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/E/1762212478001.jpg,4015.43,original
val,E,IMG_20251102_023721.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/E/IMG_20251102_023721.jpg,4227.38,original
val,F,1762212513491.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/F/1762212513491.jpg,3745.77,original
val,F,1762212513702.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/F/1762212513702.jpg,3820.91,original
val,F,1762212513852.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/F/1762212513852.jpg,3874.16,original
val,F,1762212513941.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/F/1762212513941.jpg,3831.08,original
val,F,IMG_20251102_023910.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/F/IMG_20251102_023910.jpg,3609.02,original
val,F,IMG_20251102_023912_1.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/F/IMG_20251102_023912_1.jpg,3667.35,original
val,F,IMG_20251102_023916.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/F/IMG_20251102_023916.jpg,3717.09,original
val,F,IMG_20251102_023919.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/F/IMG_20251102_023919.jpg,3749.59,original
val,G,1762212557612.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/G/1762212557612.jpg,4490.01,original
val,G,1762212558073.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/G/1762212558073.jpg,3780.74,original
val,G,1762212558209.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/G/1762212558209.jpg,3728.45,original
val,No hand,IMG_20251102_023832.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/No hand/IMG_20251102_023832.jpg,4468.56,original
val,No hand,IMG_20251102_023834.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/No hand/IMG_20251102_023834.jpg,4704.71,original
val,No hand,IMG_20251102_023836.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/all/No hand/IMG_20251102_023836.jpg,4690.11,original
train,A,IMG_20251102_023851_aug0000.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/augmented/A/IMG_20251102_023851_aug0000.jpg,5543.88,augmented
train,A,1762212326380_aug0001.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/augmented/A/1762212326380_aug0001.jpg,1609.02,augmented
train,A,IMG_20251102_023850_aug0002.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/augmented/A/IMG_20251102_023850_aug0002.jpg,1358.42,augmented
train,A,IMG_20251102_023854_aug0003.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/augmented/A/IMG_20251102_023854_aug0003.jpg,4175.23,augmented
train,A,IMG_20251102_023849_aug0004.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/augmented/A/IMG_20251102_023849_aug0004.jpg,2733.39,augmented
train,A,IMG_20251102_023848_aug0005.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/augmented/A/IMG_20251102_023848_aug0005.jpg,2451.38,augmented
train,A,1762212326234_aug0006.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/augmented/A/1762212326234_aug0006.jpg,8365.46,augmented
train,A,1762212326193_aug0007.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/augmented/A/1762212326193_aug0007.jpg,2021.43,augmented
train,A,1762212326347_aug0008.jpg,/data/Tanulmányok/Képfeldolgozás alap algoritmusai/Féléves feladat/guitar-chord-recognition/data/augmented/A/1762212326347_aug0008.jpg,1417.34,augmented
